;address;final_balance;n_tx;total_received;total_sent
4418;3PdwT7NnZKfP2wsUUvUBbD1R1eBJdR32gi;34806265;34;200810284;166004019
4419;bc1pe7xeg80dwp754s82skmwknfxyj7rtsjgkcpa0aq3faxy2uuztgmqt5p44z;239083;313;747860;508777
4420;34VRvoNUXTeb4Ejqi8Ddc9dPLx3b43Dejc;81966;251;16238200;16156234
4421;3BndgR8AwFph8e1z6kNMsDxbx9K7tCu5c5;105245;23;12140402;12035157
4422;bc1q4jq8p34263vac8urzewfwz0n9m79zqrxd482lf;440962;1;440962;0
4423;bc1qkfr0v64vfx3srmq3ynp4hrtkpas6g7t9r6jn8t;3447692;244;943776193;940328501
4424;bc1qd25dvp8yyn25slr7f3xu444ad8nyslt5u46ktw;103958;7;551524;447566
4425;bc1pn5av2tjvddxnuzqdcs6nm0tp9w63la9lwueht2qrtw60y8ydx3dqch407c;1000;1;1000;0
4426;3KV6tZLd4u2hRQmNAafKfaUW55CzeGuf42;2150481;93;2230005128;2227854647
4427;bc1p30palhswcpzqvfkm8zdw5jy3etdgjjkja3qyk638ca9ujp4npr0shvmn5l;398200;82;7987989;7589789
4428;bc1qmcuex6p8e2q4elnvh4efx8muvwee5fuqyf6nja;51244;1;51244;0
4429;bc1qrw5trll3jmuc92pdfhxfz3kxugt557fq7eqwtv;88050;3;88050;0
4430;33KVTosdYUs2zsfdbBsAhhnuV6PbinDQmc;261234346;659;18403403196;18142168850
4431;bc1pwfjrhwy8ksywy9g59xa2r7j9p3jecp754485q8n78nepcjwnmqnq2dqhka;2977110;2;5977110;3000000
4432;34KVRcZrdcVpWeSSyfrNY2HC2pvykFLDqT;9585096;885;32155635;22570539
4433;bc1qy22v0unex4lek0ettwzdvr89gjrmmnns2e7xwn;0;2;208709;208709
4434;bc1pskz5hwj09pgwucwvvr59c5fdlmgtsqnfd887uehkdc7z435ya64qwf5xl3;10067126;28;52597163;42530037
4435;bc1p6lfh9tqgkzy9xqhjggca2shru8f2rkrv008pj4zc3rvp9xput7lsf8mtvv;951180;577;1058280;107100
4436;bc1qqu4sn4rk6su8szxeawu4h499fqnr3vjfl5866l;1200;33;37200;36000
4437;bc1qmq5jdw59hv2fnzvsnxfgckrmkfqytel5m5td7c;57953;1;57953;0
4438;3PGZ7QPmUsEsbVHSqkiWVHFCCdmvKNRSay;323485;57;33421008;33097523
4439;bc1q4vcaqz8vr4mt9pl83xzw8sf7durjsztryahtlg;615528;3;1915528;1300000
4440;bc1qzw47dk5rhnfccvxhxxd67ejrvvgd7z2gzzl3ta;1141781;65;26680867;25539086
4441;bc1qna6utjw3lgs883twtpz82fsu8vkec2qgtzv5l4;293197;7;293197;0
4442;bc1ph0ju2hdhc4dpgvcxq60d4z5zffk9r7hwah2w39p2w3jajwn3qn7shvfztx;1000;6;2356272;2355272
4443;3L86Z7f6SzzY3nAtfEcKj6L2AsLfQTFmTu;488768459;408;4416614973;3927846514
4444;bc1p48ttcp0fgrmjrx7a6ap9nkz0uzuu9kuhphgukfuxlr7newghq4fsfs2vx3;2400000;6;2400000;0
4445;bc1pgf4p2e83ynufnmle00m9lhypdqd3grr3ehrynwt5xkzyktrm3ysspupxcf;324314;348;47113062;46788748
4446;185fbnsHQKq5cPWW7U1eSFAE1VUqRJyXYY;1700000;64;95728000;94028000
4447;36UZq1t9fraPVjihrYp4qHwLe1DLhqwLfo;15094890;55;112685899;97591009
4448;bc1qr7jg0ujwl0dc8dnz2f4u7erjp6lkqqejkqs45usmslj0d6x8t50q6kry7t;428318;1;428318;0
4449;bc1qaymr4tp9pzn5f8hetrrnsgk0ay9832lt643cam;5000000;1;5000000;0
4450;bc1q2fpefevecxdapa0mhpuu8324kvxjcpyxj8xyzn;722005;137;81868783;81146778
4451;bc1pd8jthkfy7tfrwj4n5ssu8k4svak74qynps8lxpwq2lnn058dkd2sw4akk8;842802;1454;978928448;978085646
4452;39NcWg3Xe89xQcfhYr5fkZRfmXPNmPoQm1;180358;24;3100272;2919914
4453;bc1p42kll686yz9y3j9fzdwmwqz9vzh4me3sdr6trzlcwfu3rd20xkxselvnuf;142328;166;13974488;13832160
4454;1MrHct9Fn3PzBFVwbyR6vjTTD4kv95LdqF;3164500;1341;15039728169;15036563669
4455;3H7tojdKbJ186DFFc5PPHrgmez7U22zWC3;2098794;301;268322379;266223585
4456;bc1qx5vc8em4eafyx4l7xz7mm2mkx8rvh0n76qfw2c;23859;9;3490821;3466962
4457;bc1plvfpl27w4696z36dkfddvcvagju4268x7rgdpup8smnyvxa36w6sckhf8v;200546;2;200546;0
4458;bc1pah4p7rnaa0lk4q3hu2cs7sgyl7nzvt6yppl530n63s35majq6nfq8dzkl4;367141;15;1497317;1130176
4459;bc1p6g6puu3xmpr8wqkmczw90yh6lcl8vr8au42m8h7w3ufwcvmqw3fqawpv7w;4387808;593;284962193;280574385
4460;bc1pq5z0hvxnewyz2kr40j4d32nx9tn0jx0vvdsvjnlckjekyhdm0j6qh7w6hf;15124910;2126;16273694;1148784
4461;3QnbiP1qXXsqvVTKgxHHBhTrX5dpThLif9;0;2;187286;187286
4462;bc1pquz62anahzfwnqf9wagynvdp8hv7ehy2agxlgy72h0hxs058zqfqk8ksyq;25197675;105691;328911053;303713378
4463;bc1q644dwkafmjk0kt0ktadrel664x3dczmw6sw2c7;114793;1;114793;0
4464;bc1qlq49t42wqegs8w50wt75larvn27vps7s6xjtup;38458;1;38458;0
4465;33JMpyNjGMkBQgsoLduXeJrrPUp1fYEGcD;9227232;1230;7762629474;7753402242
4466;bc1pu7w500lduh22rek2puyvxph5rd36ed6fvzzp7t88dkwvp29kapcsvjqz68;21545;12;32295;10750
4467;bc1qguzk63exy7h5uygg8m2tcenca094a8t464jfyvrmr0s6wkt74wls3zr5m3;285095689;897;454409689;169314000
4468;bc1q74j8zfdrmpcyxr926qc9xrg9npmf0kdqwcepuc;1200;45;51600;50400
4469;34SVDtffKUTcUu7x9t4ygecEPMGdZPoWU3;567973;18;217508866;216940893
4470;3P4WqXDbSLRhzo2H6MT6YFbvBKBDPLbVtQ;16615275105;955120;50000386144;33385111039
4471;bc1p8ytpvedz78vwdchdauuewrvvst55x4nzlw07c678e4m5xrgt53qspx9ssn;592990;13;8326087;7733097
4472;bc1ph8ynkz9sahh9745s40v20mgcxc5wvt3ck668t42uy23wh4wuz86sxe2d97;10000;1;10000;0
4473;32jTBesZx2pRKUv2hQhiBYCirfELpedo4T;215669;177;850930469;850714800
4474;bc1qsta4ypnattutn44xt69sstupuswjl8ggzgc6e8;1263021;1;1263021;0
4475;bc1qx9ypla45lnsx85wqyejsenqdlzes8z4m659jfe;282670;532;990752050;990469380
4476;bc1qqcjqlskmd56jwz28pltzghwwgzjap99s252dqc;34266;1;34266;0
4477;bc1q37t8khvfuxf092njcfpfe420rp7geuspxqmnk4;0;2;3997888;3997888
4478;bc1qjyvcmqvsq82vvmhtp9z63m7xqnwra0gdxuregq;653630;11;82028898;81375268
4479;bc1pznec88zy366vmkcaqugax4e4whz8qr524lskf35kpddth42w2lzswm7edy;491425;1139;21321294849;21320803424
4480;bc1pdjk79f2j7d7d3mct4087wgu8a77du4wsleljm0fzcjqcsw389llsesly2j;0;2;47697;47697
4481;bc1qa6akwschs5fgrs29vekvrtkzqx0rheaxp087lw;18226288;78;18226288;0
4482;bc1pqs7sl7s3ldpd22z02kuye6hdhuyutthgasag24pdg0685pe5e6vqa83y9q;20168062;156;271715376;251547314
4483;33EQ7EbeAxFerCVJpstrKSTAin2FnqjuVE;11271255;696;614460040;603188785
4484;bc1pju75ehad7glrkehal4j6hhz0gch4tut672ly63d56syuwnq4gz4qm09t2t;1000;1;1000;0
4485;bc1pclpj6appxaa8q9ah5fzgydjnkvzwuwrt7qknhyty59l22xn652gs0pczu4;25429177;425;7230627530;7205198353
4486;1NV4Y68ZvNPYkYpwPzPtekbyL9hPNQGvaW;2074693;1128;321357301;319282608
4487;bc1pluftdw07sdljsmtlnczkmcra3nv7t53lm9q829cpjna4qnwjxmrst5yvse;8175020;14;18868668;10693648
4488;bc1p69jcgknuzdlscuqp8xaytn3r3f0gd0ntp95zqhphagqg9mvzjfcssj7tgx;242022;12;54872114;54630092
4489;1Gxrb7kkUmbCpXxEoh7fVhYKPzZ3y1o5wA;13975;1;13975;0
4490;bc1qzx7c9ph06rc2ntwqa3t3qj7wlvmg6le8g0qm34;57722;1;57722;0
4491;bc1qfq7dtqkply24jyn77p8rn25smh07tlzzd6dgra;90644;28;90644;0
4492;bc1q25f0e5snk054fzgtrdhvk0gxguemmjrepmlvn2;1467295;1;1467295;0
4493;bc1q046tyv9j597gyqz3g02qudnddyy6j2zftr7230;607918;1;607918;0
4494;bc1p9pptgzfe4fzmehugluuwurtg72h0h5ugsvzfn4kc2z4tmzx544eqzjlca4;632489;14;7668385;7035896
4495;bc1qlxxt0f5p346a3cdvpwu8f92d9c4ems8m6hp8k37v7fxhht50j5wszta5ax;0;2;87999;87999
4496;bc1q09t9qtn4svzjkg9nuwyt6f5us77zzw2yx8h60l;0;2;1612392;1612392
4497;3P6XQdfVFLoUndNuR1ehd8jw2cwbqb8Azq;338167;111;16833907;16495740
4498;bc1pva3ea52a0e9499yzn6pfxgwgfrkhfuz4v27mlz4es0kkn6cj0edswhn96s;4890404;23;32147985;27257581
4499;3K6dbPmshxvELHedrYEAbztJNn4vUJmoXL;304742;17;5076998;4772256
4500;bc1quh9jm6p06nqnvgvvv733pl0g0y6ycxl0aas2t4;8575099;7536;695610147;687035048
4501;bc1pdmlaz9g894rlk00vf5wkrqfe6gg9d8453c0gc02p3quaganvjw8qzt5qce;1000;6;1888029;1887029
4502;392zZxhAuWCRDL4g1UC4GmbYe4u8jQk2ub;54991954;471;1043588069;988596115
4503;bc1ql0syu8e9fxsz6jsytaq0kxz4nu9yy4q4u40ds2;47072;4;120570;73498
4504;bc1py0tylytk3nrzgrhke90qkhhc8uzhmfflje69jdcu0mtrqdpd67tql2l08r;0;2;117666;117666
4505;bc1pq6k3tp2a5qgu4phsx306mn0jgy6deju0jgk2zhfscs7lu3mcan7saeef88;1000;1;1000;0
4506;bc1qz4al5z8v0p0l68l7caxfdvt4fjeyqtwm38gvnc;7154;7;27502;20348
4507;bc1qsdfjnsaeqymuh66x5nssaxan4heq03q7ndsxcr;361428;1;361428;0
4508;bc1pr52yysm9zfu33l2dmygfgtm0wta4wmqvagpkpv4e4f40xpesy2hq5gyn43;33243;7;2999237;2965994
4509;bc1qfr7h26yf9022j6kdxpzt8awd4f6rksd0l32yn3;1200;34;38400;37200
4510;bc1pznccgez2ppzdu3npfa98vgq20e83xaqs4m48plcsz2qr8tlxg3mqf96mar;9026751;2098;916625131;907598380
4511;3FpNv6tFoYq3BYxCV7c7bgSuW3DLMVyk3S;870299;4;17342693;16472394
4512;bc1pyd7234dyc60r0j30yq9v2s2jn0fskw2uy9pnh6pms67t499anpssx6haxz;3015;1;3015;0
4513;bc1p4xed9rmg8nlys2l06mkunyhjxhfx20gaga5prqcx7085vajcu2wsqteaye;1000;1;1000;0
4514;bc1pvpgcu2p3692rpn0r0vth9vwurxpyq0398gk88y63m3lea0nrq7fq0pktyy;435936;134;16246910;15810974
4515;3D1embyMmKYJ3bNbG8h2kBC4bALuMjHpan;296715;3;1232713;935998
4516;bc1q840j9v9mpq9yutpgyezx7fr5n9ez0xfzelaalm;2514;7;19572;17058
4517;bc1pp3lhqgn5ue6su3n7jdrrgxwht378u5htheny0kf4vhe8gnm6tkgqkmvxnm;1980;8;3090;1110
4518;bc1qjr242hcxnss4jygjlkmlqt7d3aytaj58we6rcm;6534590;3693;55031347;48496757
4519;bc1pdkspf3dh5czns8cussf6wk0e837yu5h8q6w9tzn6n5mkmx4008cssnm0sc;1000;1;1000;0
4520;bc1qpvkjgnln5wns87vjukmxnl7srmmgaaas5yk7ev;379851;13;6830086;6450235
4521;36DGGpmoRVgSEwujxkbSBYbAJZcqczUgkL;532622891;1211;538663205;6040314
4522;bc1p4evx2shf3tm4fn5h58ggyla8nqyjv5meynd6wuprhfv5gn8yc5aqcl8yf8;501000;7;2883728;2382728
4523;19XEXayC1JXrzyF3vbvKuqG9GeQLMBeHez;3743;5;15118;11375
4524;bc1pew9prca5hkp6xrvg2n0n6qan24z9gd5ldez02d8atp3740hrjfasnl9c46;43768067;153;5243909132;5200141065
4525;bc1pk0g6vhprrqqa65r8f20q453muuqzs24w06c4uf2dhzpppykz9agsm4r2uq;5079051;287;95594780;90515729
4526;bc1q3xyf094al9adlhtwcw4psc6lgp8lydfpguqytv;9540;2;9540;0
4527;3QYJfBCYqyeV4GNeQJS3Hd1zcm6Cfxrcjb;168074412;509;469189421;301115009
4528;14yE5K3gu8RyEeecuymRNPrqNuwuAdQEGt;8612714;27;8612714;0
4529;bc1q056nqfyrrcq06fz2gdcu8pz56368ut5fkuhp07;42792;26;2978603;2935811
4530;bc1qqt4epgcqm5xpsxy5ckjhw3n4u4l4ytg79aew6v;0;2;268593176;268593176
4531;bc1qa34appkhf8y2xnuqwsy47g6nr34yjcekvd9nct;18345;2;18345;0
4532;bc1pc3c99s7gmuc68qcsxgnx46yzlytqy8x8yx30hgsxm9e837xmrqdsyln7wd;385673;29;19405054;19019381
4533;3MBXdkZrNfhrMDg712wruAUEjp9Ntrc3JU;9859281;1;9859281;0
4534;1M5WEuHpuJnFvD9jH89pr5zQbyJHKpT1ci;112489;1;112489;0
4535;3BmUN7aGZ1iepaB46xSDYMgHLmC1JPp8mF;304604;1;304604;0
4536;bc1q9emvnh3ewmzswatrlssqlv3mafw8pktk0mz6vn;41624721;1;41624721;0
4537;bc1qellm0vtt0xtk42ryshced5k6jvts43cynh3qwf;226648;1;226648;0
4538;33mmbA49Z3pBTv3A1uvwWKoqyZMa7UyveR;916883;690;201544754;200627871
4539;bc1pymxqfgypxvldxl0wun9ryf53ugzgq6zxj4aklhqdnsagdgj08erqhz78vd;40201;58;78927;38726
4540;1MLxes4Jvxzb1eVwYN15tkvzDo6Kkw6x1w;6568;57;679649;673081
4541;14gnUiSZYDVVH9GPin5BSRqo2svvHLCMBz;95745;22;530812;435067
4542;bc1pl7qyrm9l0kuczt05gqv5p5naa4a9jyvmuw2rv2xka2jtl32m7t9suj8k2g;677461;6;2416527;1739066
4543;38xiJZahVHEnQbRzXZiHceKz4ZPvajc8LT;12461;11;59989;47528
4544;3AkXc2s2nqJE8j29L1wVDgsz8jt58oWJwP;224023;11;224023;0
4545;bc1pfzvuk4zk9fzaswwh4x8aztlqgfeef30qj5cddvks8vr77ntm7k8qlz3sdc;10000;1;10000;0
4546;bc1qrepyckgqm2u5ah6z9lc9sdxe5swsv5qgdu7r3q;788820;9;21573205;20784385
4547;bc1p0x0amhl4hfja5g7ua5vwyjx4lxrzuk9qeff8rk06fyxuuly0uvwszn2f23;546;1;546;0
4548;bc1ptsxwe9c5ajd96qs3u5pvnra27smluae2weaw66z62yqynwp3xlzqxf28nt;11000;2;11000;0
4549;bc1qd805zvw0m5et8jrr4zwuwru5x0x0zrmvehm4e5ewutc2t9lxed7se80lus;150557;2;150557;0
4550;bc1p6x70cjjpmraktfqdx808td78d7rc0yz24cgtys2ew5lfu67er9dqedhpqm;151946;56;65298733;65146787
4551;36m3Rp2KB7t5NT5dTr8wVqJMMGnqqNxkBN;88825;12;88825;0
4552;bc1qdcm338v5e5j7vklxtp4t2r55dkatsyamfl2ss2;2837968;419;156760225;153922257
4553;33zc7To8e3kgYJoVnVugpuQR5DEczMqRoU;1308567;796;495070472;493761905
4554;bc1p68da9t5dalfgku7enduyptwysyt89dmnkt08m3hteeak6shg7qks06xntd;0;2;18000;18000
4555;1BmMJNxsummXpfXr57yN2REgLUjH7HNoop;3377;1;3377;0
4556;bc1pexe3urzuy0l750l9nhxjrpcdn9wxtmqgfdgkatkfq9avtult3ywq3xnkxn;1598518;173;184242439;182643921
4557;bc1pk8jzu5kjlufwk2ugm90l9z5ryh7m65uat5apsfm2a4ceywv2a47sj9jfc9;1000;1;1000;0
4558;32bNnmFVQyodMtj7ErxiWvxBdVrcFo7PjX;312792;15;2358992;2046200
4559;bc1qjunfa7ygxlh3sq4uld24rydqaqplezj5rclsqh;41173;177;35370506;35329333
4560;bc1p7zzzfcpnt9p9m5q6ftw7fggqsvys9vcqhxlav6qel3xmcflgcx6qgwl7la;436620;4;14800250;14363630
4561;3NiE2QUYEkHLUWWrTJUHnXipp7qEgCk4V6;835333;164;178817912;177982579
4562;33QrSU9MBpemCr3mpaj5tMnePmu46BGTKU;235816;46;3993887;3758071
4563;bc1qh4r9r4nmt544zkwn3g73xt0wwnp9s0udxnevg4;8666;1;8666;0
4564;bc1qy8ymx4qjjc7zrqmmk24tws7n2qcrfr5rklc5rt;213064;79;31779700;31566636
4565;bc1qld2yryzzw3y8eu0qavpcfswes9aae5fzkhf84k;336945;1;336945;0
4566;bc1pfagzhsn5aweesj40x4e4s45xxztqzjvmdljfcrg7zra0e2nr9dsqmfp2fn;1000;1;1000;0
4567;bc1qgup7xyvz6c8cta9vyauwefeeplzs8gr9svugpj;0;2;269061262;269061262
4568;bc1p5lu8qttr3pe7mjdvxmflku0hfv8yve9uqjpj0lu6kcw6p2ykefjs8zqxd9;330;1;330;0
4569;1B5VZ7MTpSZz5TzPHvhrfYXT2whEfM5DPa;14195975;1;14195975;0
4570;bc1pc6j26puxfms3u2ekdd8lxj6vshyuusw609unyl06x9wm65lvtutqac7cxc;65883423;1651;6183463391;6117579968
4571;bc1p6l4slrmlke0yqhcl37zs3lpd4q3cn9s9n8xhmjm3seycszhx2lqsmfm3az;77552;4;177552;100000
4572;bc1pjtt4z3f7w9nuph583h7mxsrdlf9nvjsksv56l06vhrlsj6s508ks75akn2;639690;39;3179467;2539777
4573;bc1qqfvkhzwf0f7dh06xtsykqt9lmxza824x3sy5aj;3183459;9;213399697;210216238
4574;bc1q566l0tmqhh02d5mypq006l275xytqer4hcmye3;0;2;106589689;106589689
4575;bc1pj84czvznynv4uyexlfda57mv2r63apmvn5vz94tuqlvgvf6u3chqlvrx2a;104066075;1183;4210612935;4106546860
4576;bc1qyswaccdp5sm2ndp7nl5tnknulxdf33550lu3qt;106625;28;106625;0
4577;32aBKGzkoXJnNL5MntxxaTnuPSYfincqbd;27984665;466;1500334105;1472349440
4578;bc1qe3l2g4e4jkcp7q5998dnv4ux55h5n04qyujhul;988096;1;988096;0
4579;3Kc1xKaE1D1ZaauTBkMGNqFp9AKJFZxmZB;4452865;70;73803189;69350324
4580;bc1qsjc2f2sejsrpsy3e845z9z43strpm044xvd4t5;0;2;267557172;267557172
4581;bc1qfy6ser43c28tp75l5t9r60ef6e0u5s454yhwce;1911832;1;1911832;0
4582;bc1psm4yf2ltxygwnurj9z4n5ycn83sa7dtsx7wuqgv5jpqtwretyn7syy9mf5;9000000;1;9000000;0
4583;3MA42jRo1Yif5WW5ia5UeupSRxqQojKwLB;7261866;31;11689906;4428040
4584;bc1pqgd39wlywa0tk6ftcdwel9t250ykuqm99vr6x0cfr9g8065a6evqanuh6g;19430638;5;24905638;5475000
4585;bc1q2ha6jhhnkcck6veskm3z9p4g999r39npa95yj6;0;2;267278681;267278681
4586;bc1py5geje5cw4ea7y9qz6k9lqhmnr2egn388fhj6mcznzajr430wcwq0d3qfy;546;1;546;0
4587;bc1palwtskh9ecdwjzmfyftcuhp37za0mtk6wxvdu33zsjcqmjt88ghqyt7vet;827916;7;2845750;2017834
4588;bc1q0xm2lg6fvshy6u2g9dpgc6wycjxg7hjzzg0ge2;116817;1;116817;0
4589;bc1qx5vfgwkfwf2yqrxzf9jjxy7t0xpmcwp8q3tav2;297251321;2527;1008905046;711653725
4590;bc1qzgap5aga4rq09mv5f33vkhvg2fzl7ngj0ylljp;326489;33;326489;0
4591;bc1p8u5w4cwhsq6raf20ngwhzgrvdf4j8trxnk46d9mp57fr9yv6n8nsts7ev0;317064;627;1533063;1215999
4592;bc1pv8qlpagsernplnrsx3j8d37zztcyv8ke0ppv0kxjgjvzxxqt04ds0uc6xw;1092;2;1092;0
4593;bc1qhsnnjwa7gvc8j4lcnlq7q3fscn3ceeer762nrv;14510001;500;189632904;175122903
4594;3MBZtxyy1bWPLB6fArWL8wSWmcAYio5yoh;58485;6;1166206;1107721
4595;bc1qfsp4nruwmehgdqt0xde8yd0c3faq4exwfe7g5g;3631984;19;27555651;23923667
4596;19pzmLmmoZxxa9GK8WvDqKGH5bwHNAMd38;247144572;1930;14880803474;14633658902
4597;bc1pmxd4qncaecdwlskdslaylcr407qtmykusxcvd3uyydvwr3c50dyslgq023;2730;9;3822;1092
4598;15bhEcin2BPTgvSrAdmXWzF29k1W8DZdtN;3179965;242;53337680;50157715
4599;bc1q3a0nrp3uh02xtz97za7fjwyxr7jy968uu5lu4a;0;2;267332983;267332983
4600;bc1pu5l2j7m4787l9ct6wzraahgjzghag9eue07e4pxjly4uuz2mmcmqr48kzj;1000;1;1000;0
4601;bc1qs6u5tqdfnfhn8kxgxpgy97c20sdt6qj2l0ye4e;284930;3;1144950;860020
4602;bc1qj3r9k9y5vs4v4936pa2f4hqarjstcq2d0qzhzk;287363;3;321363;34000
4603;bc1p00nk9emvgclp8w3qcq9ercs4fq87y2tsfvz6jwk7gfw8wtmyw57s049lcj;3809173;30;13289164;9479991
4604;bc1pqcljmxnqhmtx943x5pn54ld6tt9n4n0u0zctl7lqgaq82pm4n59shslsd0;28814;12;29360;546
4605;bc1qux74lacjhyju66rtrdkjj6tq9pjr3asrwwt7ma;403094;8;403094;0
4606;bc1pq5z0hvxnewyz2kr40j4d32nx9tn0jx0vvdsvjnlckjekyhdm0j6qh7w6hf;15124908;2124;16272600;1147692
4607;14ojjzkAtMEcV5ZYq9QAYD6jCGDUghV6SW;8590;6;20440;11850
4608;bc1phkhr6dg9etzyqyyjwngr5djfm5wwd3mekev43aydjcxfvhm48r4qpa5d2q;0;2;17000;17000
4609;bc1pzdwanwcz27sgkc8kxfn6j6m3h62jn92zchtnfuak03v3k0uw7g6q75xy8j;1000;1;1000;0
4610;bc1pquz62anahzfwnqf9wagynvdp8hv7ehy2agxlgy72h0hxs058zqfqk8ksyq;25197675;105691;328911053;303713378
4611;bc1q7wuqdxceqd7hnyr935puljzrqhr49emqm8zl7x;31208;1;31208;0
4612;3MNH4KiM88KhRx8UCxxMJFZUxefQmgWU5N;136509261;64;949202983;812693722
4613;1NsszYjbfUBjzekBHgm2QpyLCskGZFa6Fy;13917;1;13917;0
4614;bc1q5pqhf2c5u5da6cpw657qqnq2edrrlqjy344txf;127857;1;127857;0
4615;bc1qxhxnlctj6p4w0t28ndu5fahhp6q9g674ycls3e;305210;25;33311312;33006102
4616;3Lq6pd3mVxBYAb9rzTRr7Vi2gvZ5TnFFHL;2112511;3;2112511;0
4617;3P4WqXDbSLRhzo2H6MT6YFbvBKBDPLbVtQ;16612123272;955100;49997234311;33385111039
4618;bc1qwzzt57xqp8ycjqxnw768y77acyaz0jjg590gqa;8176180;236;259678065;251501885
4619;bc1qa2gennhtz506g0dae4q35m2vk3hdfhk86c9vvd;32000;1;32000;0
4620;bc1qt6a27r3mhcmekuen83vj264xj8vhne0974xd6y;3187111;1;3187111;0
4621;bc1pwqh3d22uy85qj4wuqf5tuvh9nujkfax6n6ez7kkpd4yfhsvute9szqyjxt;546768;82;141239735;140692967
4622;bc1qsyjtupngwuefuhsamkz8qjdtr7nxmkwgwh74nkwn9jut5uc0mpmqzk6tfc;0;2;535778;535778
4623;bc1qd98rwfkwy0z28vv6vxl5nsj7rv745k2gtta997;100494100;1;100494100;0
4624;bc1qcha4cgp936rhdnj9kdhz49ard5kfpws8ytvk93;331214;1;331214;0
4625;bc1qn8urk2pcjs4nyky408ql93lguzrud6ln60740t;1014322;17;4410754;3396432
4626;1N7z55HPURjYNYuz1dtRhfHT9hhFF5yXPD;78641;1;78641;0
4627;bc1qcxsu7k34ctphyw3ntsaavhhakuvhghqu0nyef3;58926657;1;58926657;0
4628;bc1qaew2fxxy20vn8jhflwgjyzf5csdy640nq6xe9y;194145;4;194145;0
4629;bc1qgh4498g37ck0045ryfdtr250p3jjsmvfcqgk3u;131930;1;131930;0
4630;bc1q8rptssrku92cwngkqjjvpclgkp6cta8qt9wzr4;0;2;12264987;12264987
4631;3NaRTbQVdrEYdU3KQgYsqLcrLzHAUKLkex;214124860;123;1387785851;1173660991
4632;bc1q6zazapmvw6felj0xkpynadge8l06s77egyp097;21987598;1;21987598;0
4633;bc1qdzsemj66l2jmj620rckpm0ds66f8835xggay79;390993;13;2315164;1924171
4634;36zbbrDm8fyiwYGD5pCC8VkMRxM7313Axe;1195169;31;3479309;2284140
4635;3JTodBEFW8DTmdiuDLsbkWeE4NNPzMtWCn;3025;1;3025;0
4636;bc1qhn6m0nvh6qhd8uh8ax9gtmjysy85ccyy8csum6;617316990;1;617316990;0
4637;3KsZhiZqjreCzs4mBsqsVH3NMjTCFPJMWk;230997;52;26442245;26211248
4638;bc1p793kyw34cm8uc292kk6g35wymnvqhtyerlp65xu6npm30xq5fv2qg94kn6;117784;7;243854;126070
4639;bc1q5kdy6fwchknj20slew5xcf9x38q8k5x9ugjnuz;5080630;27;1591792760;1586712130
4640;bc1qg2s297lmavn7343t8wyswsql5tgs8ydl6hns78;13625;1;13625;0
4641;3CnuPYVEVQLm957UeipHqfL74uFWkBYL5u;23400000;3;33800000;10400000
4642;bc1p344pv5fqayn5j4r3agqs932mvk5a9pz6hjegtufjljj8wpu493gsjcazua;0;2;17000;17000
4643;bc1qlquq49qcn48ft84tv9cz2yr4pl2n0pzhau25zd;0;2;22478670;22478670
4644;17YX62X9ccLKAPdMTj5qxFdwjeGbajrg8H;623909;78;7190645;6566736
4645;bc1qg6e9prhgqk3nyhasd9ucsuqghnag6a6rh7ayzx;636583;21;15095868;14459285
4646;bc1qvq4s24srzftrcgpupyh36adm0hvulwmdqrq3hz;1200;38;43200;42000
4647;bc1pr8dg3z9z2knk3ehghv8kttmqhlayql4hde52n87s9kt09r39zj6sa7587d;25543575;1984;8907649595;8882106020
4648;bc1qzurn5q78hkvyepe7hu6ymhfwuxw5kzm55hwr7k;480770;183;137461675;136980905
4649;bc1qy6tn6jx7yf78nzfc5t6tvwcjt2g2adw06mhpkz;205028;9;2031253;1826225
4650;bc1q0xkx2p3jqy56k46rtxje9hvdryvj0dvn5u0284;195743177;1833;488692537470;488496794293
4651;bc1qlt22f0tjjs8909dq8ntsm04y8ttc8a3trs550e;423093;83;150445392;150022299
4652;bc1q68hsgkehl0pz5p83mnafpyz6dqnkvrqlkglnry;263783;1;263783;0
4653;bc1pxfr2mdzp9hq0qehx34mcmklkm8x3vckyyewqehhxhlgyprr7jzcsqt7dw2;88288;423;299837;211549
4654;bc1paqscm0wgtle95czc5azq7ukeht9u5fa3sdr70pdnlt9l2y9gg3lq396rj8;346643;153;36657348;36310705
4655;bc1qud4kke6xy9u4yfkql0xephceffsxvyaf2h8cfh;296927;1;296927;0
4656;17PTVnonLPTViKV1kypMFSRvtAmuFafPHL;563;1;563;0
4657;bc1pdvnchlc8503ugnv8n2rup75k9d35yvjnkt6ugrdgqpxf45hw5uvs5m2x3d;3371275;8390;13344055701;13340684426
4658;3CxC1G4EKUbfktSfELX3JMyXMNioQif9UD;9262996;16;40712529;31449533
4659;32hHMmMmk993WtvrwjMCHJAzUo93szJ78G;199826579;130;1284322760;1084496181
4660;bc1qu75j7rvx5pvx2wl6ljnv7l0qgpqk5dv85t9h7p;11194972;21;82155883;70960911
4661;bc1q0j0v2hl56jmj3yqdn3nkqer6776a4uwp5uqy8t;690502;10;1867464;1176962
4662;bc1q73d6kzuq45sdr8vvhnusycky8zcnm0w4f5srr8;845049;67;128671826;127826777
